Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of women in senior and middle management positions,Developed regions,470,Malta,2010,Female,-,-,-,23.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,470,Malta,2001,Female,-,-,-,16.3,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,470,Malta,2004,Female,-,-,-,12.9,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,470,Malta,2006,Female,-,-,-,19.9,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,470,Malta,2011,Female,-,-,-,24.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,470,Malta,2002,Female,-,-,-,18.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,470,Malta,2012,Female,-,-,-,26.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,470,Malta,2013,Female,-,-,-,28.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,470,Malta,2015,Female,-,-,-,26.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,470,Malta,2014,Female,-,-,-,26,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,470,Malta,2016,Female,-,-,-,29,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,470,Malta,2017,Female,-,-,-,27.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,499,Montenegro,2011,Female,-,-,-,36.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,499,Montenegro,2012,Female,-,-,-,24.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,499,Montenegro,2013,Female,-,-,-,22.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,499,Montenegro,2015,Female,-,-,-,17.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,499,Montenegro,2014,Female,-,-,-,24.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,499,Montenegro,2016,Female,-,-,-,24.9,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,499,Montenegro,2017,Female,-,-,-,25.4,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,528,Netherlands,2003,Female,-,-,-,21.4,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,528,Netherlands,2008,Female,-,-,-,26.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,528,Netherlands,2000,Female,-,-,-,21.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,528,Netherlands,2005,Female,-,-,-,22.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,528,Netherlands,2007,Female,-,-,-,27,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,528,Netherlands,2009,Female,-,-,-,26.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,528,Netherlands,2010,Female,-,-,-,27.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,528,Netherlands,2001,Female,-,-,-,22.4,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,528,Netherlands,2004,Female,-,-,-,22.3,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,528,Netherlands,2006,Female,-,-,-,25.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,528,Netherlands,2011,Female,-,-,-,27.9,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,528,Netherlands,2002,Female,-,-,-,21.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,528,Netherlands,2012,Female,-,-,-,28.3,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,528,Netherlands,2013,Female,-,-,-,23.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,528,Netherlands,2015,Female,-,-,-,24.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,528,Netherlands,2014,Female,-,-,-,24.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,528,Netherlands,2016,Female,-,-,-,24.4,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,528,Netherlands,2017,Female,-,-,-,26,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,578,Norway,2003,Female,-,-,-,28.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,578,Norway,2008,Female,-,-,-,32.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,578,Norway,2000,Female,-,-,-,24.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,578,Norway,2005,Female,-,-,-,31,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,578,Norway,2007,Female,-,-,-,33.3,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,578,Norway,2009,Female,-,-,-,34.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,578,Norway,2010,Female,-,-,-,35,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,578,Norway,2001,Female,-,-,-,25.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,578,Norway,2004,Female,-,-,-,29.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,578,Norway,2006,Female,-,-,-,34,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,578,Norway,2011,Female,-,-,-,31.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,578,Norway,2002,Female,-,-,-,27.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,578,Norway,2012,Female,-,-,-,31.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,578,Norway,2013,Female,-,-,-,31.4,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,578,Norway,2015,Female,-,-,-,33.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,578,Norway,2014,Female,-,-,-,33.3,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,578,Norway,2016,Female,-,-,-,35.4,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,578,Norway,2017,Female,-,-,-,36,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,616,Poland,2003,Female,-,-,-,34,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,616,Poland,2008,Female,-,-,-,36.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,616,Poland,2000,Female,-,-,-,31.4,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,616,Poland,2005,Female,-,-,-,34.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,616,Poland,2007,Female,-,-,-,37.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,616,Poland,2009,Female,-,-,-,36,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,616,Poland,2010,Female,-,-,-,37.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,616,Poland,2001,Female,-,-,-,27.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,616,Poland,2004,Female,-,-,-,35.4,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
